,blueTopIndex,blueTopName,blueTopPlay,blueJungleIndex,blueJungleName,blueJunglePlay,blueMidIndex,blueMidName,blueMidPlay,blueBotIndex,blueBotName,blueBotPlay,blueSupportIndex,blueSupportName,blueSupportPlay,redTopIndex,redTopName,redTopPlay,redJungleIndex,redJungleName,redJunglePlay,redMidIndex,redMidName,redMidPlay,redBotIndex,redBotName,redBotPlay,redSupportIndex,redSupportName,redSupportPlay,realistic_blue,realistic_red,blue_excel_early,blue_excel_mid,blue_excel_late,red_excel_early,red_excel_mid,red_excel_late,language,age,gender,education,comments,Browser,OS,screenH,screenW,time_in_minutes,participant_id,blue_excel_general,TFearly,TFlate
34,40,Irelia,0.010590833,62,Lee Sin,0.101489841,21,Diana,0.021770914,128,Vayne,0.038461798,50,Karma,0.013930991,,,,,,,,,,,,,,,,2,,0.63,,0.69,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.61,,
35,40,Irelia,0.010590833,62,Lee Sin,0.101489841,21,Diana,0.021770914,128,Vayne,0.038461798,50,Karma,0.013930991,,,,,,,,,,,,,,,,2,,0.63,,0.69,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.61,TRUE,TRUE
36,0,Aatrox,0.016620155,25,Elise,0.034180743,52,Kassadin,0.014997136,15,Caitlyn,0.057982788,110,Soraka,0.014521678,,,,,,,,,,,,,,,,2,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
37,0,Aatrox,0.016620155,25,Elise,0.034180743,52,Kassadin,0.014997136,15,Caitlyn,0.057982788,110,Soraka,0.014521678,,,,,,,,,,,,,,,,2,,0.6,,0.63,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.63,,
38,0,Aatrox,0.016620155,25,Elise,0.034180743,52,Kassadin,0.014997136,15,Caitlyn,0.057982788,110,Soraka,0.014521678,,,,,,,,,,,,,,,,2,,0.6,,0.63,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.63,TRUE,TRUE
39,34,Gnar,0.005656213,71,Master Yi,0.02992052,112,Sylas,0.018578414,48,Kai'Sa,0.054491897,11,Bard,0.019011544,,,,,,,,,,,,,,,,3,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
40,34,Gnar,0.005656213,71,Master Yi,0.02992052,112,Sylas,0.018578414,48,Kai'Sa,0.054491897,11,Bard,0.019011544,,,,,,,,,,,,,,,,3,,0.58,,0.45,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.49,,
41,34,Gnar,0.005656213,71,Master Yi,0.02992052,112,Sylas,0.018578414,48,Kai'Sa,0.054491897,11,Bard,0.019011544,,,,,,,,,,,,,,,,3,,0.58,,0.45,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.49,FALSE,TRUE
42,96,Riven,0.008491598,62,Lee Sin,0.101489841,84,Orianna,0.01008676,7,Aphelios,0.029853671,75,Morgana,0.027595894,,,,,,,,,,,,,,,,3,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
43,96,Riven,0.008491598,62,Lee Sin,0.101489841,84,Orianna,0.01008676,7,Aphelios,0.029853671,75,Morgana,0.027595894,,,,,,,,,,,,,,,,3,,0.68,,0.6,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.62,,
44,96,Riven,0.008491598,62,Lee Sin,0.101489841,84,Orianna,0.01008676,7,Aphelios,0.029853671,75,Morgana,0.027595894,,,,,,,,,,,,,,,,3,,0.68,,0.6,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.62,TRUE,TRUE
45,68,Malphite,0.010422354,71,Master Yi,0.02992052,147,Zoe,0.012126756,120,Tristana,0.012472678,119,Thresh,0.078762366,,,,,,,,,,,,,,,,3,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
46,68,Malphite,0.010422354,71,Master Yi,0.02992052,147,Zoe,0.012126756,120,Tristana,0.012472678,119,Thresh,0.078762366,,,,,,,,,,,,,,,,3,,0.63,,0.52,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.51,,
47,68,Malphite,0.010422354,71,Master Yi,0.02992052,147,Zoe,0.012126756,120,Tristana,0.012472678,119,Thresh,0.078762366,,,,,,,,,,,,,,,,3,,0.63,,0.52,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.63,TRUE,TRUE
48,94,Renekton,0.01481854,62,Lee Sin,0.101489841,24,Ekko,0.011269181,47,Jinx,0.023751141,28,Fiddlesticks,0.003743418,,,,,,,,,,,,,,,,2,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
49,94,Renekton,0.01481854,62,Lee Sin,0.101489841,24,Ekko,0.011269181,47,Jinx,0.023751141,28,Fiddlesticks,0.003743418,,,,,,,,,,,,,,,,2,,0.68,,0.37,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.48,,
50,94,Renekton,0.01481854,62,Lee Sin,0.101489841,24,Ekko,0.011269181,47,Jinx,0.023751141,28,Fiddlesticks,0.003743418,,,,,,,,,,,,,,,,2,,0.68,,0.37,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.48,TRUE,FALSE
51,94,Renekton,0.01481854,121,Trundle,0.01075976,116,Talon,0.010478464,23,Draven,0.009310977,67,Lux,0.019633158,,,,,,,,,,,,,,,,2,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
52,94,Renekton,0.01481854,121,Trundle,0.01075976,116,Talon,0.010478464,23,Draven,0.009310977,67,Lux,0.019633158,,,,,,,,,,,,,,,,2,,0.6,,0.47,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.5,,
53,94,Renekton,0.01481854,121,Trundle,0.01075976,116,Talon,0.010478464,23,Draven,0.009310977,67,Lux,0.019633158,,,,,,,,,,,,,,,,2,,0.6,,0.47,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.5,TRUE,FALSE
54,86,Pantheon,0.003137449,35,Gragas,0.013754588,129,Veigar,0.007578711,7,Aphelios,0.029853671,91,Rakan,0.013930991,,,,,,,,,,,,,,,,3,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
55,86,Pantheon,0.003137449,35,Gragas,0.013754588,129,Veigar,0.007578711,7,Aphelios,0.029853671,91,Rakan,0.013930991,,,,,,,,,,,,,,,,3,,0.53,,0.66,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.46,,
56,86,Pantheon,0.003137449,35,Gragas,0.013754588,129,Veigar,0.007578711,7,Aphelios,0.029853671,91,Rakan,0.013930991,,,,,,,,,,,,,,,,3,,0.53,,0.66,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.46,FALSE,TRUE
57,133,Vladimir,0.009201005,82,Nunu,0.008927036,6,Annie,0.003045846,27,Ezreal,0.087241988,67,Lux,0.019633158,,,,,,,,,,,,,,,,2,,,,,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,,,
58,133,Vladimir,0.009201005,82,Nunu,0.008927036,6,Annie,0.003045846,27,Ezreal,0.087241988,67,Lux,0.019633158,,,,,,,,,,,,,,,,2,,0.51,,0.45,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.46,,
59,133,Vladimir,0.009201005,82,Nunu,0.008927036,6,Annie,0.003045846,27,Ezreal,0.087241988,67,Lux,0.019633158,,,,,,,,,,,,,,,,2,,0.51,,0.45,,,,English,21,Male,2,,Safari,iPhone/iPod,812,375,34.23061667,11,0.46,TRUE,TRUE
0,133,Vladimir,0.009201005,80,Nidalee,0.01092913,138,Xerath,0.005103712,48,Kai'Sa,0.054491897,119,Thresh,0.078762366,,,,,,,,,,,,,,,,3,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
1,133,Vladimir,0.009201005,80,Nidalee,0.01092913,138,Xerath,0.005103712,48,Kai'Sa,0.054491897,119,Thresh,0.078762366,,,,,,,,,,,,,,,,3,,0.69,,0.97,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.6,,
2,133,Vladimir,0.009201005,80,Nidalee,0.01092913,138,Xerath,0.005103712,48,Kai'Sa,0.054491897,119,Thresh,0.078762366,,,,,,,,,,,,,,,,3,,0.69,,0.97,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.6,TRUE,TRUE
3,118,Teemo,0.00741944,62,Lee Sin,0.101489841,67,Lux,0.011326024,73,Miss Fortune,0.060379907,88,Pyke,0.033362055,,,,,,,,,,,,,,,,1,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
4,118,Teemo,0.00741944,62,Lee Sin,0.101489841,67,Lux,0.011326024,73,Miss Fortune,0.060379907,88,Pyke,0.033362055,,,,,,,,,,,,,,,,1,,0.98,,0.16,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.22,,
5,118,Teemo,0.00741944,62,Lee Sin,0.101489841,67,Lux,0.011326024,73,Miss Fortune,0.060379907,88,Pyke,0.033362055,,,,,,,,,,,,,,,,1,,0.98,,0.16,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.22,TRUE,FALSE
6,33,Garen,0.03438593,36,Graves,0.019446324,129,Veigar,0.007578711,65,Lucian,0.040703463,63,Leona,0.037140964,,,,,,,,,,,,,,,,2,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
7,33,Garen,0.03438593,36,Graves,0.019446324,129,Veigar,0.007578711,65,Lucian,0.040703463,63,Leona,0.037140964,,,,,,,,,,,,,,,,2,,0.62,,0.6,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.13,,
8,33,Garen,0.03438593,36,Graves,0.019446324,129,Veigar,0.007578711,65,Lucian,0.040703463,63,Leona,0.037140964,,,,,,,,,,,,,,,,2,,0.62,,0.6,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.13,TRUE,FALSE
9,40,Irelia,0.010590833,28,Fiddlesticks,0.002070683,144,Zed,0.020949202,73,Miss Fortune,0.060379907,102,Shaco,0.003321989,,,,,,,,,,,,,,,,3,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
10,40,Irelia,0.010590833,28,Fiddlesticks,0.002070683,144,Zed,0.020949202,73,Miss Fortune,0.060379907,102,Shaco,0.003321989,,,,,,,,,,,,,,,,3,,0.43,,0.44,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.51,,
11,40,Irelia,0.010590833,28,Fiddlesticks,0.002070683,144,Zed,0.020949202,73,Miss Fortune,0.060379907,102,Shaco,0.003321989,,,,,,,,,,,,,,,,3,,0.43,,0.44,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.51,TRUE,TRUE
12,29,Fiora,0.016196719,36,Graves,0.019446324,30,Fizz,0.014878033,127,Varus,0.012357191,100,Senna,0.068278741,,,,,,,,,,,,,,,,3,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
13,29,Fiora,0.016196719,36,Graves,0.019446324,30,Fizz,0.014878033,127,Varus,0.012357191,100,Senna,0.068278741,,,,,,,,,,,,,,,,3,,0.43,,0.43,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.47,,
14,29,Fiora,0.016196719,36,Graves,0.019446324,30,Fizz,0.014878033,127,Varus,0.012357191,100,Senna,0.068278741,,,,,,,,,,,,,,,,3,,0.43,,0.43,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.47,FALSE,TRUE
15,133,Vladimir,0.009201005,55,Kayn,0.027134776,147,Zoe,0.012126756,27,Ezreal,0.087241988,66,Lulu,0.029720048,,,,,,,,,,,,,,,,3,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
16,133,Vladimir,0.009201005,55,Kayn,0.027134776,147,Zoe,0.012126756,27,Ezreal,0.087241988,66,Lulu,0.029720048,,,,,,,,,,,,,,,,3,,0.48,,0.5,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.31,,
17,133,Vladimir,0.009201005,55,Kayn,0.027134776,147,Zoe,0.012126756,27,Ezreal,0.087241988,66,Lulu,0.029720048,,,,,,,,,,,,,,,,3,,0.48,,0.5,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.31,FALSE,FALSE
18,74,Mordekaiser,0.0227255,82,Nunu,0.008927036,86,Pantheon,0.00500429,137,Xayah,0.012588344,134,Volibear,0.001405721,,,,,,,,,,,,,,,,3,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
19,74,Mordekaiser,0.0227255,82,Nunu,0.008927036,86,Pantheon,0.00500429,137,Xayah,0.012588344,134,Volibear,0.001405721,,,,,,,,,,,,,,,,3,,0.31,,0.45,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.52,,
20,74,Mordekaiser,0.0227255,82,Nunu,0.008927036,86,Pantheon,0.00500429,137,Xayah,0.012588344,134,Volibear,0.001405721,,,,,,,,,,,,,,,,3,,0.31,,0.45,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.52,FALSE,TRUE
21,85,Ornn,0.019384113,36,Graves,0.019446324,144,Zed,0.020949202,15,Caitlyn,0.057982788,63,Leona,0.037140964,,,,,,,,,,,,,,,,3,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
22,85,Ornn,0.019384113,36,Graves,0.019446324,144,Zed,0.020949202,15,Caitlyn,0.057982788,63,Leona,0.037140964,,,,,,,,,,,,,,,,3,,0.35,,0.39,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.51,,
23,85,Ornn,0.019384113,36,Graves,0.019446324,144,Zed,0.020949202,15,Caitlyn,0.057982788,63,Leona,0.037140964,,,,,,,,,,,,,,,,3,,0.35,,0.39,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.51,FALSE,TRUE
24,97,Rumble,0.001774534,83,Olaf,0.021707519,115,Taliyah,0.000976414,49,Kalista,0.009366044,1,Ahri,0.001732862,,,,,,,,,,,,,,,,3,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
25,97,Rumble,0.001774534,83,Olaf,0.021707519,115,Taliyah,0.000976414,49,Kalista,0.009366044,1,Ahri,0.001732862,,,,,,,,,,,,,,,,3,,0.37,,0.42,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.47,,
26,97,Rumble,0.001774534,83,Olaf,0.021707519,115,Taliyah,0.000976414,49,Kalista,0.009366044,1,Ahri,0.001732862,,,,,,,,,,,,,,,,3,,0.37,,0.42,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.47,FALSE,TRUE
27,74,Mordekaiser,0.0227255,135,Warwick,0.017167223,89,Qiyana,0.008491598,137,Xayah,0.012588344,146,Zilean,0.008817837,,,,,,,,,,,,,,,,3,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
28,74,Mordekaiser,0.0227255,135,Warwick,0.017167223,89,Qiyana,0.008491598,137,Xayah,0.012588344,146,Zilean,0.008817837,,,,,,,,,,,,,,,,3,,0.39,,0.4,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.43,,
29,74,Mordekaiser,0.0227255,135,Warwick,0.017167223,89,Qiyana,0.008491598,137,Xayah,0.012588344,146,Zilean,0.008817837,,,,,,,,,,,,,,,,3,,0.39,,0.4,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.43,FALSE,TRUE
30,44,Jax,0.01535539,57,Kha'Zix,0.024266763,52,Kassadin,0.014997136,27,Ezreal,0.087241988,91,Rakan,0.013930991,,,,,,,,,,,,,,,,3,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
31,44,Jax,0.01535539,57,Kha'Zix,0.024266763,52,Kassadin,0.014997136,27,Ezreal,0.087241988,91,Rakan,0.013930991,,,,,,,,,,,,,,,,3,,0.33,,0.46,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.31,,
32,44,Jax,0.01535539,57,Kha'Zix,0.024266763,52,Kassadin,0.014997136,27,Ezreal,0.087241988,91,Rakan,0.013930991,,,,,,,,,,,,,,,,3,,0.33,,0.46,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.31,FALSE,TRUE
33,70,Maokai,0.008329253,83,Olaf,0.021707519,145,Ziggs,0.00431778,48,Kai'Sa,0.054491897,119,Thresh,0.078762366,,,,,,,,,,,,,,,,3,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
34,70,Maokai,0.008329253,83,Olaf,0.021707519,145,Ziggs,0.00431778,48,Kai'Sa,0.054491897,119,Thresh,0.078762366,,,,,,,,,,,,,,,,3,,0.45,,0.47,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.48,,
35,70,Maokai,0.008329253,83,Olaf,0.021707519,145,Ziggs,0.00431778,48,Kai'Sa,0.054491897,119,Thresh,0.078762366,,,,,,,,,,,,,,,,3,,0.45,,0.47,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.48,TRUE,FALSE
36,74,Mordekaiser,0.0227255,121,Trundle,0.01075976,61,LeBlanc,0.016802183,15,Caitlyn,0.057982788,102,Shaco,0.003321989,,,,,,,,,,,,,,,,3,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
37,74,Mordekaiser,0.0227255,121,Trundle,0.01075976,61,LeBlanc,0.016802183,15,Caitlyn,0.057982788,102,Shaco,0.003321989,,,,,,,,,,,,,,,,3,,0.38,,0.51,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.56,,
38,74,Mordekaiser,0.0227255,121,Trundle,0.01075976,61,LeBlanc,0.016802183,15,Caitlyn,0.057982788,102,Shaco,0.003321989,,,,,,,,,,,,,,,,3,,0.38,,0.51,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.56,TRUE,FALSE
39,33,Garen,0.03438593,83,Olaf,0.021707519,140,Yasuo,0.027926053,60,Kog'Maw,0.002506171,119,Thresh,0.078762366,,,,,,,,,,,,,,,,3,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
40,33,Garen,0.03438593,83,Olaf,0.021707519,140,Yasuo,0.027926053,60,Kog'Maw,0.002506171,119,Thresh,0.078762366,,,,,,,,,,,,,,,,3,,0.38,,0.49,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.54,,
41,33,Garen,0.03438593,83,Olaf,0.021707519,140,Yasuo,0.027926053,60,Kog'Maw,0.002506171,119,Thresh,0.078762366,,,,,,,,,,,,,,,,3,,0.38,,0.49,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.54,TRUE,FALSE
42,44,Jax,0.01535539,57,Kha'Zix,0.024266763,145,Ziggs,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,,,,,,,,,,,,,,,,3,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
43,44,Jax,0.01535539,57,Kha'Zix,0.024266763,145,Ziggs,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,,,,,,,,,,,,,,,,3,,0.45,,0.43,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.5,,
44,44,Jax,0.01535539,57,Kha'Zix,0.024266763,145,Ziggs,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,,,,,,,,,,,,,,,,3,,0.45,,0.43,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.5,TRUE,FALSE
45,70,Maokai,0.008329253,51,Karthus,0.012184297,144,Zed,0.020949202,46,Jhin,0.03707166,75,Morgana,0.027595894,,,,,,,,,,,,,,,,3,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
46,70,Maokai,0.008329253,51,Karthus,0.012184297,144,Zed,0.020949202,46,Jhin,0.03707166,75,Morgana,0.027595894,,,,,,,,,,,,,,,,3,,0.33,,0.45,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.48,,
47,70,Maokai,0.008329253,51,Karthus,0.012184297,144,Zed,0.020949202,46,Jhin,0.03707166,75,Morgana,0.027595894,,,,,,,,,,,,,,,,3,,0.33,,0.45,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.48,TRUE,FALSE
48,95,Rengar,0.00241798,134,Volibear,0.004609928,21,Diana,0.021770914,48,Kai'Sa,0.054491897,142,Yuumi,0.047117178,,,,,,,,,,,,,,,,3,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
49,95,Rengar,0.00241798,134,Volibear,0.004609928,21,Diana,0.021770914,48,Kai'Sa,0.054491897,142,Yuumi,0.047117178,,,,,,,,,,,,,,,,3,,0.43,,0.53,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.56,,
50,95,Rengar,0.00241798,134,Volibear,0.004609928,21,Diana,0.021770914,48,Kai'Sa,0.054491897,142,Yuumi,0.047117178,,,,,,,,,,,,,,,,3,,0.43,,0.53,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.56,FALSE,TRUE
51,77,Nasus,0.009091252,102,Shaco,0.020697434,1,Ahri,0.014699675,15,Caitlyn,0.057982788,13,Brand,0.011439853,,,,,,,,,,,,,,,,2,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
52,77,Nasus,0.009091252,102,Shaco,0.020697434,1,Ahri,0.014699675,15,Caitlyn,0.057982788,13,Brand,0.011439853,,,,,,,,,,,,,,,,2,,0.74,,0.38,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.53,,
53,77,Nasus,0.009091252,102,Shaco,0.020697434,1,Ahri,0.014699675,15,Caitlyn,0.057982788,13,Brand,0.011439853,,,,,,,,,,,,,,,,2,,0.74,,0.38,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.53,TRUE,FALSE
54,59,Kled,0.006320927,24,Ekko,0.036034711,53,Katarina,0.019135599,27,Ezreal,0.087241988,111,Swain,0.008600116,,,,,,,,,,,,,,,,4,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
55,59,Kled,0.006320927,24,Ekko,0.036034711,53,Katarina,0.019135599,27,Ezreal,0.087241988,111,Swain,0.008600116,,,,,,,,,,,,,,,,4,,0.65,,0.66,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.4,,
56,59,Kled,0.006320927,24,Ekko,0.036034711,53,Katarina,0.019135599,27,Ezreal,0.087241988,111,Swain,0.008600116,,,,,,,,,,,,,,,,4,,0.65,,0.66,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.4,TRUE,FALSE
57,133,Vladimir,0.009201005,112,Sylas,0.005757669,17,Cassiopeia,0.009697575,48,Kai'Sa,0.054491897,100,Senna,0.068278741,,,,,,,,,,,,,,,,3,,,,,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,,,
58,133,Vladimir,0.009201005,112,Sylas,0.005757669,17,Cassiopeia,0.009697575,48,Kai'Sa,0.054491897,100,Senna,0.068278741,,,,,,,,,,,,,,,,3,,0.55,,0.5,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.58,,
59,133,Vladimir,0.009201005,112,Sylas,0.005757669,17,Cassiopeia,0.009697575,48,Kai'Sa,0.054491897,100,Senna,0.068278741,,,,,,,,,,,,,,,,3,,0.55,,0.5,,,,,,,-1,,Safari,iPhone/iPod,896,414,52.38393333,14,0.58,FALSE,TRUE
0,54,Kayle,0.005910412,35,Gragas,0.013754588,140,Yasuo,0.027926053,107,Sivir,0.007952506,76,Nami,0.037765663,,,,,,,,,,,,,,,,4,,,,,,,,English,19,Male,2,,Chrome,Windows,864,1536,7.220333333,15,,,
1,54,Kayle,0.005910412,35,Gragas,0.013754588,140,Yasuo,0.027926053,107,Sivir,0.007952506,76,Nami,0.037765663,,,,,,,,,,,,,,,,4,,0.52,,0.96,,,,English,19,Male,2,,Chrome,Windows,864,1536,7.220333333,15,0.65,,
2,54,Kayle,0.005910412,35,Gragas,0.013754588,140,Yasuo,0.027926053,107,Sivir,0.007952506,76,Nami,0.037765663,,,,,,,,,,,,,,,,4,,0.52,,0.96,,,,English,19,Male,2,,Chrome,Windows,864,1536,7.220333333,15,0.65,FALSE,TRUE
3,33,Garen,0.03438593,81,Nocturne,0.011553871,61,LeBlanc,0.016802183,23,Draven,0.009310977,88,Pyke,0.033362055,,,,,,,,,,,,,,,,2,,,,,,,,English,19,Male,2,,Chrome,Windows,864,1536,7.220333333,15,,,
4,33,Garen,0.03438593,81,Nocturne,0.011553871,61,LeBlanc,0.016802183,23,Draven,0.009310977,88,Pyke,0.033362055,,,,,,,,,,,,,,,,2,,0.2,,0.51,,,,English,19,Male,2,,Chrome,Windows,864,1536,7.220333333,15,0.4,,
5,33,Garen,0.03438593,81,Nocturne,0.011553871,61,LeBlanc,0.016802183,23,Draven,0.009310977,88,Pyke,0.033362055,,,,,,,,,,,,,,,,2,,0.2,,0.51,,,,English,19,Male,2,,Chrome,Windows,864,1536,7.220333333,15,0.4,FALSE,FALSE
6,20,Darius,0.027266392,62,Lee Sin,0.101489841,113,Syndra,0.013461421,48,Kai'Sa,0.054491897,138,Xerath,0.005203458,,,,,,,,,,,,,,,,2,,,,,,,,English,19,Male,2,,Chrome,Windows,864,1536,7.220333333,15,,,
7,20,Darius,0.027266392,62,Lee Sin,0.101489841,113,Syndra,0.013461421,48,Kai'Sa,0.054491897,138,Xerath,0.005203458,,,,,,,,,,,,,,,,2,,0.46,,0.17,,,,English,19,Male,2,,Chrome,Windows,864,1536,7.220333333,15,0.37,,
8,20,Darius,0.027266392,62,Lee Sin,0.101489841,113,Syndra,0.013461421,48,Kai'Sa,0.054491897,138,Xerath,0.005203458,,,,,,,,,,,,,,,,2,,0.46,,0.17,,,,English,19,Male,2,,Chrome,Windows,864,1536,7.220333333,15,0.37,TRUE,FALSE
9,0,Aatrox,0.016620155,71,Master Yi,0.02992052,116,Talon,0.010478464,47,Jinx,0.023751141,11,Bard,0.019011544,,,,,,,,,,,,,,,,3,,,,,,,,English,19,Male,2,,Chrome,Windows,864,1536,7.220333333,15,,,
10,0,Aatrox,0.016620155,71,Master Yi,0.02992052,116,Talon,0.010478464,47,Jinx,0.023751141,11,Bard,0.019011544,,,,,,,,,,,,,,,,3,,0.13,,0.87,,,,English,19,Male,2,,Chrome,Windows,864,1536,7.220333333,15,0.51,,
11,0,Aatrox,0.016620155,71,Master Yi,0.02992052,116,Talon,0.010478464,47,Jinx,0.023751141,11,Bard,0.019011544,,,,,,,,,,,,,,,,3,,0.13,,0.87,,,,English,19,Male,2,,Chrome,Windows,864,1536,7.220333333,15,0.51,FALSE,TRUE
12,68,Malphite,0.010422354,81,Nocturne,0.011553871,30,Fizz,0.014878033,128,Vayne,0.038461798,14,Braum,0.013169314,,,,,,,,,,,,,,,,4,,,,,,,,English,19,Male,2,,Chrome,Windows,864,1536,7.220333333,15,,,
