,blueTopIndex,blueTopName,blueTopPlay,blueJungleIndex,blueJungleName,blueJunglePlay,blueMidIndex,blueMidName,blueMidPlay,blueBotIndex,blueBotName,blueBotPlay,blueSupportIndex,blueSupportName,blueSupportPlay,realistic_blue,blue_excel_early,blue_excel_late,blue_excel_general,TFearly,TFlate,ChampFam,participant_id
57,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,,,,,,5,25
58,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,0.47,1,0.76,,,5,25
59,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,0.47,1,0.76,FALSE,TRUE,5,25
0,68,Malphite,0.010422354,36,Graves,0.019446324,67,Lux,0.011326024,65,Lucian,0.040703463,75,Morgana,0.027595894,4,,,,,,5,26
1,68,Malphite,0.010422354,36,Graves,0.019446324,67,Lux,0.011326024,65,Lucian,0.040703463,75,Morgana,0.027595894,4,0.83,0.41,0.6,,,5,26
2,68,Malphite,0.010422354,36,Graves,0.019446324,67,Lux,0.011326024,65,Lucian,0.040703463,75,Morgana,0.027595894,4,0.83,0.42,0.6,TRUE,TRUE,5,26
3,103,Shen,0.014403214,35,Gragas,0.013754588,112,Sylas,0.018578414,8,Ashe,0.020886212,119,Thresh,0.078762366,3,,,,,,5,26
4,103,Shen,0.014403214,35,Gragas,0.013754588,112,Sylas,0.018578414,8,Ashe,0.020886212,119,Thresh,0.078762366,3,0.89,0.72,0.64,,,5,26
5,103,Shen,0.014403214,35,Gragas,0.013754588,112,Sylas,0.018578414,8,Ashe,0.020886212,119,Thresh,0.078762366,3,0.89,0.72,0.64,TRUE,TRUE,5,26
6,20,Darius,0.027266392,71,Master Yi,0.02992052,136,Wukong,0.000976414,15,Caitlyn,0.057982788,78,Nautilus,0.040703463,3,,,,,,5,26
7,20,Darius,0.027266392,71,Master Yi,0.02992052,136,Wukong,0.000976414,15,Caitlyn,0.057982788,78,Nautilus,0.040703463,3,0.97,0.63,0.72,,,5,26
8,20,Darius,0.027266392,71,Master Yi,0.02992052,136,Wukong,0.000976414,15,Caitlyn,0.057982788,78,Nautilus,0.040703463,3,0.97,0.63,0.72,TRUE,TRUE,5,26
9,96,Riven,0.008491598,102,Shaco,0.020697434,24,Ekko,0.011269181,47,Jinx,0.023751141,119,Thresh,0.078762366,4,,,,,,5,26
10,96,Riven,0.008491598,102,Shaco,0.020697434,24,Ekko,0.011269181,47,Jinx,0.023751141,119,Thresh,0.078762366,4,0.58,0.77,0.65,,,5,26
11,96,Riven,0.008491598,102,Shaco,0.020697434,24,Ekko,0.011269181,47,Jinx,0.023751141,119,Thresh,0.078762366,4,0.58,0.77,0.65,TRUE,TRUE,5,26
12,101,Sett,0.025955061,62,Lee Sin,0.101489841,5,Anivia,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,4,,,,,,5,26
13,101,Sett,0.025955061,62,Lee Sin,0.101489841,5,Anivia,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,4,0.67,0.78,0.77,,,5,26
14,101,Sett,0.025955061,62,Lee Sin,0.101489841,5,Anivia,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,4,0.67,0.78,0.77,TRUE,TRUE,5,26
15,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,3,,,,,,4,26
16,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,3,0.39,0.65,0.55,,,4,26
17,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,3,0.39,0.65,0.55,FALSE,TRUE,4,26
18,68,Malphite,0.010422354,36,Graves,0.019446324,84,Orianna,0.01008676,124,Twitch,0.004954702,11,Bard,0.019011544,4,,,,,,4,26
19,68,Malphite,0.010422354,36,Graves,0.019446324,84,Orianna,0.01008676,124,Twitch,0.004954702,11,Bard,0.019011544,4,0.54,0.72,0.61,,,4,26
20,68,Malphite,0.010422354,36,Graves,0.019446324,84,Orianna,0.01008676,124,Twitch,0.004954702,11,Bard,0.019011544,4,0.54,0.72,0.61,TRUE,TRUE,4,26
21,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,27,Ezreal,0.087241988,66,Lulu,0.029720048,4,,,,,,5,26
22,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,27,Ezreal,0.087241988,66,Lulu,0.029720048,4,0.82,0.72,0.79,,,5,26
23,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,27,Ezreal,0.087241988,66,Lulu,0.029720048,4,0.82,0.72,0.79,TRUE,TRUE,5,26
24,70,Maokai,0.008329253,93,Rek'Sai,0.018763837,112,Sylas,0.018578414,48,Kai'Sa,0.054491897,63,Leona,0.037140964,3,,,,,,3,26
25,70,Maokai,0.008329253,93,Rek'Sai,0.018763837,112,Sylas,0.018578414,48,Kai'Sa,0.054491897,63,Leona,0.037140964,3,0.46,0.57,0.5,,,3,26
26,70,Maokai,0.008329253,93,Rek'Sai,0.018763837,112,Sylas,0.018578414,48,Kai'Sa,0.054491897,63,Leona,0.037140964,3,0.46,0.57,0.5,FALSE,FALSE,3,26
27,94,Renekton,0.01481854,44,Jax,0.010310286,6,Annie,0.003045846,7,Aphelios,0.029853671,76,Nami,0.037765663,4,,,,,,5,26
28,94,Renekton,0.01481854,44,Jax,0.010310286,6,Annie,0.003045846,7,Aphelios,0.029853671,76,Nami,0.037765663,4,0.82,0.75,0.84,,,5,26
29,94,Renekton,0.01481854,44,Jax,0.010310286,6,Annie,0.003045846,7,Aphelios,0.029853671,76,Nami,0.037765663,4,0.82,0.8,0.84,TRUE,TRUE,5,26
30,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,4,,,,,,4,26
31,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,4,0.61,0.64,0.61,,,4,26
32,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,2,0.4,0.61,0.5,FALSE,TRUE,4,26
33,44,Jax,0.01535539,121,Trundle,0.01075976,144,Zed,0.020949202,114,Tahm Kench,0.00241798,110,Soraka,0.014521678,2,,,,,,5,26
34,44,Jax,0.01535539,121,Trundle,0.01075976,144,Zed,0.020949202,114,Tahm Kench,0.00241798,110,Soraka,0.014521678,2,0.42,0.34,0.31,,,5,26
35,44,Jax,0.01535539,121,Trundle,0.01075976,144,Zed,0.020949202,114,Tahm Kench,0.00241798,110,Soraka,0.014521678,2,0.42,0.34,0.31,TRUE,FALSE,5,26
36,0,Aatrox,0.016620155,35,Gragas,0.013754588,53,Katarina,0.019135599,73,Miss Fortune,0.060379907,12,Blitzcrank,0.033702773,4,,,,,,5,26
37,0,Aatrox,0.016620155,35,Gragas,0.013754588,53,Katarina,0.019135599,73,Miss Fortune,0.060379907,12,Blitzcrank,0.033702773,4,0.78,0.64,0.7,,,5,26
38,0,Aatrox,0.016620155,35,Gragas,0.013754588,53,Katarina,0.019135599,73,Miss Fortune,0.060379907,12,Blitzcrank,0.033702773,4,0.78,0.64,0.7,TRUE,TRUE,5,26
39,20,Darius,0.027266392,62,Lee Sin,0.101489841,81,Nocturne,0.001942832,65,Lucian,0.040703463,130,Vel'Koz,0.007366476,3,,,,,,5,26
40,20,Darius,0.027266392,62,Lee Sin,0.101489841,81,Nocturne,0.001942832,65,Lucian,0.040703463,130,Vel'Koz,0.007366476,3,0.83,0.88,0.88,,,5,26
41,20,Darius,0.027266392,62,Lee Sin,0.101489841,81,Nocturne,0.001942832,65,Lucian,0.040703463,130,Vel'Koz,0.007366476,3,0.83,0.88,0.88,TRUE,TRUE,5,26
42,101,Sett,0.025955061,24,Ekko,0.036034711,9,Aurelion Sol,0.00224321,27,Ezreal,0.087241988,50,Karma,0.013930991,4,,,,,,5,26
43,101,Sett,0.025955061,24,Ekko,0.036034711,9,Aurelion Sol,0.00224321,27,Ezreal,0.087241988,50,Karma,0.013930991,4,0.93,0.82,0.84,,,5,26
44,101,Sett,0.025955061,24,Ekko,0.036034711,9,Aurelion Sol,0.00224321,27,Ezreal,0.087241988,50,Karma,0.013930991,4,0.93,0.82,0.84,TRUE,TRUE,5,26
45,68,Malphite,0.010422354,26,Evelynn,0.00980851,84,Orianna,0.01008676,27,Ezreal,0.087241988,119,Thresh,0.078762366,4,,,,,,5,26
46,68,Malphite,0.010422354,26,Evelynn,0.00980851,84,Orianna,0.01008676,27,Ezreal,0.087241988,119,Thresh,0.078762366,4,1,0.91,0.93,,,5,26
47,68,Malphite,0.010422354,26,Evelynn,0.00980851,84,Orianna,0.01008676,27,Ezreal,0.087241988,119,Thresh,0.078762366,4,1,0.91,0.93,TRUE,TRUE,5,26
48,122,Tryndamere,0.008545828,43,Jarvan IV,0.034591321,140,Yasuo,0.027926053,128,Vayne,0.038461798,63,Leona,0.037140964,4,,,,,,5,26
49,122,Tryndamere,0.008545828,43,Jarvan IV,0.034591321,140,Yasuo,0.027926053,128,Vayne,0.038461798,63,Leona,0.037140964,4,1,0.91,0.97,,,5,26
50,122,Tryndamere,0.008545828,43,Jarvan IV,0.034591321,140,Yasuo,0.027926053,128,Vayne,0.038461798,63,Leona,0.037140964,4,1,0.91,0.97,TRUE,TRUE,5,26
51,68,Malphite,0.010422354,62,Lee Sin,0.101489841,140,Yasuo,0.027926053,48,Kai'Sa,0.054491897,13,Brand,0.011439853,3,,,,,,5,26
52,68,Malphite,0.010422354,62,Lee Sin,0.101489841,140,Yasuo,0.027926053,48,Kai'Sa,0.054491897,13,Brand,0.011439853,3,0.76,0.83,0.78,,,4,26
53,68,Malphite,0.010422354,62,Lee Sin,0.101489841,140,Yasuo,0.027926053,48,Kai'Sa,0.054491897,13,Brand,0.011439853,3,0.76,0.83,0.78,TRUE,TRUE,4,26
54,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,4,,,,,,5,26
55,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,4,0.89,0.85,0.88,,,5,26
56,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,4,0.89,0.85,0.88,TRUE,TRUE,5,26
57,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,,,,,,4,26
58,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,0.85,0.87,0.87,,,4,26
59,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,0.85,0.87,0.87,TRUE,TRUE,4,26
0,45,Jayce,0.002639429,25,Elise,0.034180743,112,Sylas,0.018578414,27,Ezreal,0.087241988,147,Zoe,0.001985298,2,,,,,,5,27
1,45,Jayce,0.002639429,25,Elise,0.034180743,112,Sylas,0.018578414,27,Ezreal,0.087241988,147,Zoe,0.001985298,2,0.41,0.41,0.41,,,5,27
2,45,Jayce,0.002639429,25,Elise,0.034180743,112,Sylas,0.018578414,27,Ezreal,0.087241988,147,Zoe,0.001985298,2,0.41,0.41,0.41,FALSE,FALSE,5,27
3,32,Gangplank,0.007685203,24,Ekko,0.036034711,64,Lissandra,0.00470801,48,Kai'Sa,0.054491897,76,Nami,0.037765663,4,,,,,,5,27
4,32,Gangplank,0.007685203,24,Ekko,0.036034711,64,Lissandra,0.00470801,48,Kai'Sa,0.054491897,76,Nami,0.037765663,4,0.4,1,0.59,,,5,27
5,32,Gangplank,0.007685203,24,Ekko,0.036034711,64,Lissandra,0.00470801,48,Kai'Sa,0.054491897,76,Nami,0.037765663,4,0.4,1,0.59,FALSE,TRUE,5,27
6,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,,,,,,5,27
7,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,0.53,1,0.73,,,5,27
8,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,0.49,1,0.73,TRUE,TRUE,5,27
9,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,4,,,,,,5,27
10,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,4,0.47,0.4,0.44,,,5,27
11,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,4,0.47,0.4,0.44,FALSE,FALSE,5,27
12,133,Vladimir,0.009201005,135,Warwick,0.017167223,129,Veigar,0.007578711,49,Kalista,0.009366044,70,Maokai,0.003649048,4,,,,,,5,27
13,133,Vladimir,0.009201005,135,Warwick,0.017167223,129,Veigar,0.007578711,49,Kalista,0.009366044,70,Maokai,0.003649048,4,0.4,1,0.68,,,5,27
14,133,Vladimir,0.009201005,135,Warwick,0.017167223,129,Veigar,0.007578711,49,Kalista,0.009366044,70,Maokai,0.003649048,4,0.4,1,0.68,FALSE,TRUE,5,27
15,96,Riven,0.008491598,57,Kha'Zix,0.024266763,112,Sylas,0.018578414,65,Lucian,0.040703463,119,Thresh,0.078762366,4,,,,,,5,27
16,96,Riven,0.008491598,57,Kha'Zix,0.024266763,112,Sylas,0.018578414,65,Lucian,0.040703463,119,Thresh,0.078762366,4,0.6,0.56,0.59,,,5,27
17,96,Riven,0.008491598,57,Kha'Zix,0.024266763,112,Sylas,0.018578414,65,Lucian,0.040703463,119,Thresh,0.078762366,4,0.6,0.37,0.5,TRUE,FALSE,5,27
18,103,Shen,0.014403214,57,Kha'Zix,0.024266763,17,Cassiopeia,0.009697575,46,Jhin,0.03707166,142,Yuumi,0.047117178,4,,,,,,5,27
19,103,Shen,0.014403214,57,Kha'Zix,0.024266763,17,Cassiopeia,0.009697575,46,Jhin,0.03707166,142,Yuumi,0.047117178,4,0.46,0.53,0.49,,,5,27
20,103,Shen,0.014403214,57,Kha'Zix,0.024266763,17,Cassiopeia,0.009697575,46,Jhin,0.03707166,142,Yuumi,0.047117178,4,0.43,0.51,0.45,FALSE,FALSE,5,27
21,87,Poppy,0.00431778,57,Kha'Zix,0.024266763,24,Ekko,0.011269181,127,Varus,0.012357191,119,Thresh,0.078762366,4,,,,,,5,27
22,87,Poppy,0.00431778,57,Kha'Zix,0.024266763,24,Ekko,0.011269181,127,Varus,0.012357191,119,Thresh,0.078762366,4,0.84,0.84,0.84,,,5,27
23,87,Poppy,0.00431778,57,Kha'Zix,0.024266763,24,Ekko,0.011269181,127,Varus,0.012357191,119,Thresh,0.078762366,4,0.84,0.84,0.84,TRUE,TRUE,5,27
24,94,Renekton,0.01481854,62,Lee Sin,0.101489841,133,Vladimir,0.012878283,47,Jinx,0.023751141,75,Morgana,0.027595894,4,,,,,,5,27
25,94,Renekton,0.01481854,62,Lee Sin,0.101489841,133,Vladimir,0.012878283,47,Jinx,0.023751141,75,Morgana,0.027595894,4,0.33,1,0.67,,,5,27
26,94,Renekton,0.01481854,62,Lee Sin,0.101489841,133,Vladimir,0.012878283,47,Jinx,0.023751141,75,Morgana,0.027595894,4,0.33,1,0.67,FALSE,TRUE,5,27
27,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,4,,,,,,5,27
28,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,4,0.21,1,0.52,,,5,27
29,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,4,0.21,1,0.52,FALSE,TRUE,5,27
30,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,4,,,,,,5,27
31,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,4,0.5,0.84,0.67,,,5,27
32,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,4,0.5,0.84,0.67,TRUE,TRUE,5,27
33,122,Tryndamere,0.008545828,72,Master Yi,0.02992052,144,Zed,0.020949202,27,Ezreal,0.087241988,11,Bard,0.019011544,4,,,,,,5,27
34,122,Tryndamere,0.008545828,72,Master Yi,0.02992052,144,Zed,0.020949202,27,Ezreal,0.087241988,11,Bard,0.019011544,4,0.24,0.57,0.42,,,5,27
35,122,Tryndamere,0.008545828,72,Master Yi,0.02992052,144,Zed,0.020949202,27,Ezreal,0.087241988,11,Bard,0.019011544,4,0.24,0.48,0.36,FALSE,FALSE,5,27
36,101,Sett,0.025955061,62,Lee Sin,0.101489841,5,Anivia,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,4,,,,,,5,27
37,101,Sett,0.025955061,62,Lee Sin,0.101489841,5,Anivia,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,4,0.57,0.76,0.66,,,5,27
38,101,Sett,0.025955061,62,Lee Sin,0.101489841,5,Anivia,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,4,0.57,0.76,0.66,TRUE,TRUE,5,27
39,101,Sett,0.025955061,104,Shyvana,0.012588344,89,Qiyana,0.008491598,48,Kai'Sa,0.054491897,148,Zyra,0.009091252,4,,,,,,5,27
40,101,Sett,0.025955061,104,Shyvana,0.012588344,89,Qiyana,0.008491598,48,Kai'Sa,0.054491897,148,Zyra,0.009091252,4,0.22,0.68,0.46,,,5,27
41,101,Sett,0.025955061,104,Shyvana,0.012588344,89,Qiyana,0.008491598,48,Kai'Sa,0.054491897,148,Zyra,0.009091252,4,0.22,0.68,0.46,FALSE,TRUE,5,27
42,122,Tryndamere,0.008545828,43,Jarvan IV,0.034591321,140,Yasuo,0.027926053,128,Vayne,0.038461798,63,Leona,0.037140964,4,,,,,,5,27
43,122,Tryndamere,0.008545828,43,Jarvan IV,0.034591321,140,Yasuo,0.027926053,128,Vayne,0.038461798,63,Leona,0.037140964,4,0.18,0.8,0.47,,,5,27
44,122,Tryndamere,0.008545828,43,Jarvan IV,0.034591321,140,Yasuo,0.027926053,128,Vayne,0.038461798,63,Leona,0.037140964,4,0.18,0.8,0.47,FALSE,TRUE,5,27
45,68,Malphite,0.010422354,36,Graves,0.019446324,84,Orianna,0.01008676,124,Twitch,0.004954702,11,Bard,0.019011544,4,,,,,,5,27
46,68,Malphite,0.010422354,36,Graves,0.019446324,84,Orianna,0.01008676,124,Twitch,0.004954702,11,Bard,0.019011544,4,0.36,0.87,0.69,,,5,27
47,68,Malphite,0.010422354,36,Graves,0.019446324,84,Orianna,0.01008676,124,Twitch,0.004954702,11,Bard,0.019011544,4,0.36,0.87,0.69,FALSE,TRUE,5,27
48,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,27,Ezreal,0.087241988,66,Lulu,0.029720048,4,,,,,,5,27
49,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,27,Ezreal,0.087241988,66,Lulu,0.029720048,4,0.31,0.59,0.45,,,5,27
50,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,27,Ezreal,0.087241988,66,Lulu,0.029720048,4,0.31,0.59,0.45,FALSE,FALSE,5,27
51,29,Fiora,0.016196719,35,Gragas,0.013754588,116,Talon,0.010478464,7,Aphelios,0.029853671,11,Bard,0.019011544,4,,,,,,5,27
52,29,Fiora,0.016196719,35,Gragas,0.013754588,116,Talon,0.010478464,7,Aphelios,0.029853671,11,Bard,0.019011544,4,0.29,0.65,0.45,,,5,27
53,29,Fiora,0.016196719,35,Gragas,0.013754588,116,Talon,0.010478464,7,Aphelios,0.029853671,11,Bard,0.019011544,4,0.29,0.65,0.45,FALSE,TRUE,5,27
54,2,Akali,0.002506171,62,Lee Sin,0.101489841,61,LeBlanc,0.016802183,8,Ashe,0.020886212,63,Leona,0.037140964,4,,,,,,5,27
55,2,Akali,0.002506171,62,Lee Sin,0.101489841,61,LeBlanc,0.016802183,8,Ashe,0.020886212,63,Leona,0.037140964,4,0.78,0.47,0.64,,,5,27
56,2,Akali,0.002506171,62,Lee Sin,0.101489841,61,LeBlanc,0.016802183,8,Ashe,0.020886212,63,Leona,0.037140964,4,0.78,0.47,0.64,TRUE,FALSE,5,27
57,32,Gangplank,0.007685203,24,Ekko,0.036034711,53,Katarina,0.019135599,65,Lucian,0.040703463,142,Yuumi,0.047117178,4,,,,,,5,27
58,32,Gangplank,0.007685203,24,Ekko,0.036034711,53,Katarina,0.019135599,65,Lucian,0.040703463,142,Yuumi,0.047117178,4,0.26,0.65,0.44,,,5,27
59,32,Gangplank,0.007685203,24,Ekko,0.036034711,53,Katarina,0.019135599,65,Lucian,0.040703463,142,Yuumi,0.047117178,4,0.26,0.65,0.44,FALSE,TRUE,5,27
0,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,,,,,,4,28
1,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,0.26,0.81,0.73,,,4,28
2,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,0.26,0.81,0.73,FALSE,TRUE,4,28
3,96,Riven,0.008491598,37,Hecarim,0.008437425,129,Veigar,0.007578711,120,Tristana,0.012472678,14,Braum,0.013169314,4,,,,,,5,28
4,96,Riven,0.008491598,37,Hecarim,0.008437425,129,Veigar,0.007578711,120,Tristana,0.012472678,14,Braum,0.013169314,4,0.24,0.75,0.66,,,5,28
5,96,Riven,0.008491598,37,Hecarim,0.008437425,129,Veigar,0.007578711,120,Tristana,0.012472678,14,Braum,0.013169314,4,0.24,0.75,0.66,FALSE,TRUE,5,28
6,29,Fiora,0.016196719,83,Olaf,0.021707519,30,Fizz,0.014878033,8,Ashe,0.020886212,86,Pantheon,0.003000216,3,,,,,,5,28
7,29,Fiora,0.016196719,83,Olaf,0.021707519,30,Fizz,0.014878033,8,Ashe,0.020886212,86,Pantheon,0.003000216,3,0.76,0.27,0.45,,,5,28
8,29,Fiora,0.016196719,83,Olaf,0.021707519,30,Fizz,0.014878033,8,Ashe,0.020886212,86,Pantheon,0.003000216,3,0.76,0.27,0.45,TRUE,FALSE,5,28
9,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,3,,,,,,5,28
10,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,3,0.71,0.31,0.45,,,5,28
11,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,3,0.71,0.31,0.45,TRUE,FALSE,5,28
12,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,4,,,,,,5,28
13,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,4,0.23,0.8,0.63,,,5,28
14,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,4,0.23,0.8,0.63,FALSE,TRUE,5,28
15,101,Sett,0.025955061,71,Master Yi,0.02992052,112,Sylas,0.018578414,23,Draven,0.009310977,138,Xerath,0.005203458,4,,,,,,5,28
16,101,Sett,0.025955061,71,Master Yi,0.02992052,112,Sylas,0.018578414,23,Draven,0.009310977,138,Xerath,0.005203458,4,0.67,0.64,0.65,,,5,28
17,101,Sett,0.025955061,71,Master Yi,0.02992052,112,Sylas,0.018578414,23,Draven,0.009310977,138,Xerath,0.005203458,4,0.67,0.64,0.65,TRUE,TRUE,5,28
18,101,Sett,0.025955061,25,Elise,0.034180743,21,Diana,0.021770914,73,Miss Fortune,0.060379907,76,Nami,0.037765663,4,,,,,,5,28
19,101,Sett,0.025955061,25,Elise,0.034180743,21,Diana,0.021770914,73,Miss Fortune,0.060379907,76,Nami,0.037765663,4,0.62,0.57,0.58,,,5,28
20,101,Sett,0.025955061,25,Elise,0.034180743,21,Diana,0.021770914,73,Miss Fortune,0.060379907,76,Nami,0.037765663,4,0.62,0.57,0.58,TRUE,TRUE,5,28
21,54,Kayle,0.005910412,44,Jax,0.010310286,21,Diana,0.021770914,73,Miss Fortune,0.060379907,66,Lulu,0.029720048,4,,,,,,5,28
22,54,Kayle,0.005910412,44,Jax,0.010310286,21,Diana,0.021770914,73,Miss Fortune,0.060379907,66,Lulu,0.029720048,4,0.31,0.79,0.61,,,5,28
23,54,Kayle,0.005910412,44,Jax,0.010310286,21,Diana,0.021770914,73,Miss Fortune,0.060379907,66,Lulu,0.029720048,4,0.31,0.79,0.61,FALSE,TRUE,5,28
24,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,27,Ezreal,0.087241988,66,Lulu,0.029720048,4,,,,,,5,28
25,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,27,Ezreal,0.087241988,66,Lulu,0.029720048,4,0.56,0.45,0.44,,,5,28
26,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,27,Ezreal,0.087241988,66,Lulu,0.029720048,4,0.56,0.45,0.44,TRUE,FALSE,5,28
27,40,Irelia,0.010590833,36,Graves,0.019446324,144,Zed,0.020949202,73,Miss Fortune,0.060379907,100,Senna,0.068278741,4,,,,,,5,28
28,40,Irelia,0.010590833,36,Graves,0.019446324,144,Zed,0.020949202,73,Miss Fortune,0.060379907,100,Senna,0.068278741,4,0.72,0.25,0.41,,,5,28
29,40,Irelia,0.010590833,36,Graves,0.019446324,144,Zed,0.020949202,73,Miss Fortune,0.060379907,100,Senna,0.068278741,4,0.72,0.25,0.41,TRUE,FALSE,5,28
30,101,Sett,0.025955061,71,Master Yi,0.02992052,98,Ryze,0.005961474,7,Aphelios,0.029853671,100,Senna,0.068278741,4,,,,,,4,28
31,101,Sett,0.025955061,71,Master Yi,0.02992052,98,Ryze,0.005961474,7,Aphelios,0.029853671,100,Senna,0.068278741,4,0.32,0.71,0.58,,,4,28
32,101,Sett,0.025955061,71,Master Yi,0.02992052,98,Ryze,0.005961474,7,Aphelios,0.029853671,100,Senna,0.068278741,4,0.32,0.71,0.58,FALSE,TRUE,4,28
33,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,4,,,,,,5,28
